"Table 1  Wait times for priority procedures, by province and Canada, 2008 to 2024",,,,,,,,,,,
Reporting level,Province,Region,Indicator,Metric,Data year,Unit of measurement,Indicator result,Column1,,,
National,Canada,n/a,Radiation Therapy,50th Percentile,2023,Days,12,,,,
National,Canada,n/a,Radiation Therapy,90th Percentile,2023,Days,27,,,,
National,Canada,n/a,Colorectal Cancer Surgery,Volume,2023FY,Number of cases,"13,873",,,,
Provincial,Manitoba,n/a,Bladder Cancer Surgery,50th Percentile,2023,Days,n/a,,,,
Provincial,Manitoba,n/a,Bladder Cancer Surgery,90th Percentile,2023,Days,n/a,,,,
Provincial,Manitoba,n/a,Bladder Cancer Surgery,Volume,2023,Number of cases,n/a,,,,
Provincial,Manitoba,n/a,Breast Cancer Surgery,50th Percentile,2023,Days,28,,,,
Provincial,Manitoba,n/a,Breast Cancer Surgery,90th Percentile,2023,Days,59,,,,
Provincial,Manitoba,n/a,Breast Cancer Surgery,Volume,2023,Number of cases,355,,,,
Provincial,Manitoba,n/a,CABG,50th Percentile,2023,Days,11,,,,
Provincial,Manitoba,n/a,CABG,90th Percentile,2023,Days,58,,,,
Provincial,Manitoba,n/a,CABG,Volume,2023,Number of cases,131,,,,
Provincial,Manitoba,n/a,Cataract Surgery,% Meeting Benchmark,2023,Proportion,63,,,,
Provincial,Manitoba,n/a,Cataract Surgery,50th Percentile,2023,Days,75,,,,
Provincial,Manitoba,n/a,Cataract Surgery,90th Percentile,2023,Days,371,,,,
Provincial,Manitoba,n/a,Cataract Surgery,Volume,2023,Number of cases,"4,418",,,,
Provincial,Manitoba,n/a,Colorectal Cancer Surgery,50th Percentile,2023,Days,n/a,,,,
Provincial,Manitoba,n/a,Colorectal Cancer Surgery,90th Percentile,2023,Days,n/a,,,,
Provincial,Manitoba,n/a,Colorectal Cancer Surgery,Volume,2023,Number of cases,n/a,,,,
Provincial,Manitoba,n/a,CT Scan,50th Percentile,2023,Days,36,,,,
Provincial,Manitoba,n/a,CT Scan,90th Percentile,2023,Days,130,,,,
Provincial,Manitoba,n/a,CT Scan,Volume,2023,Number of cases,"27,060",,,,
Provincial,Manitoba,n/a,Hip Fracture Repair,% Meeting Benchmark,2023,Proportion,88,,,,
Provincial,Manitoba,n/a,Hip Fracture Repair,50th Percentile,2023,Hours,21,,,,
Provincial,Manitoba,n/a,Hip Fracture Repair,90th Percentile,2023,Hours,52,,,,
Provincial,Manitoba,n/a,Hip Fracture Repair,Volume,2023,Number of cases,661,,,,
Provincial,Manitoba,n/a,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2023,Proportion,n/a,,,,
Provincial,Manitoba,n/a,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2023,Hours,n/a,,,,
Provincial,Manitoba,n/a,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2023,Hours,n/a,,,,
Provincial,Manitoba,n/a,Hip Fracture Repair/Emergency and Inpatient,Volume,2023,Number of cases,n/a,,,,
Provincial,Manitoba,n/a,Hip Replacement,% Meeting Benchmark,2023,Proportion,59,,,,
Provincial,Manitoba,n/a,Hip Replacement,50th Percentile,2023,Days,154,,,,
Provincial,Manitoba,n/a,Hip Replacement,90th Percentile,2023,Days,511,,,,
Provincial,Manitoba,n/a,Hip Replacement,Volume,2023,Number of cases,"1,087",,,,
Regional,Manitoba,Interlake–Eastern Health Region,Hip Replacement,% Meeting Benchmark,2023,Proportion,n/a,,,,
Regional,Manitoba,Interlake–Eastern Health Region,Hip Replacement,50th Percentile,2023,Days,n/a,,,,
Regional,Manitoba,Interlake–Eastern Health Region,Hip Replacement,90th Percentile,2023,Days,n/a,,,,
Regional,Manitoba,Interlake–Eastern Health Region,Hip Replacement,Volume,2023,Number of cases,n/a,,,,
Regional,Manitoba,Southern Health Region,Hip Replacement,% Meeting Benchmark,2023,Proportion,50,,,,
Regional,Manitoba,Southern Health Region,Hip Replacement,50th Percentile,2023,Days,186,,,,
Regional,Manitoba,Southern Health Region,Hip Replacement,90th Percentile,2023,Days,368,,,,
Regional,Manitoba,Southern Health Region,Hip Replacement,Volume,2023,Number of cases,153,,,,
Regional,Manitoba,Prairie Mountain Health Region,Hip Replacement,% Meeting Benchmark,2023,Proportion,36,,,,
Regional,Manitoba,Prairie Mountain Health Region,Hip Replacement,50th Percentile,2023,Days,244,,,,
Regional,Manitoba,Prairie Mountain Health Region,Hip Replacement,90th Percentile,2023,Days,451,,,,
Regional,Manitoba,Prairie Mountain Health Region,Hip Replacement,Volume,2023,Number of cases,44,,,,
Regional,Manitoba,Northern Health Region,Hip Replacement,% Meeting Benchmark,2023,Proportion,n/a,,,,
Regional,Manitoba,Northern Health Region,Hip Replacement,50th Percentile,2023,Days,n/a,,,,
Regional,Manitoba,Northern Health Region,Hip Replacement,90th Percentile,2023,Days,n/a,,,,
Regional,Manitoba,Northern Health Region,Hip Replacement,Volume,2023,Number of cases,n/a,,,,
Regional,Manitoba,Winnipeg–Churchill Health Region,Hip Replacement,% Meeting Benchmark,2023,Proportion,61,,,,
Regional,Manitoba,Winnipeg–Churchill Health Region,Hip Replacement,50th Percentile,2023,Days,145,,,,
Regional,Manitoba,Winnipeg–Churchill Health Region,Hip Replacement,90th Percentile,2023,Days,561,,,,
Regional,Manitoba,Winnipeg–Churchill Health Region,Hip Replacement,Volume,2023,Number of cases,890,,,,
Provincial,Manitoba,n/a,Knee Replacement,% Meeting Benchmark,2023,Proportion,44,,,,
Provincial,Manitoba,n/a,Knee Replacement,50th Percentile,2023,Days,215,,,,
Provincial,Manitoba,n/a,Knee Replacement,90th Percentile,2023,Days,647,,,,
Provincial,Manitoba,n/a,Knee Replacement,Volume,2023,Number of cases,"1,915",,,,
Regional,Manitoba,Interlake–Eastern Health Region,Knee Replacement,% Meeting Benchmark,2023,Proportion,n/a,,,,
Regional,Manitoba,Interlake–Eastern Health Region,Knee Replacement,50th Percentile,2023,Days,n/a,,,,
Regional,Manitoba,Interlake–Eastern Health Region,Knee Replacement,90th Percentile,2023,Days,n/a,,,,
Regional,Manitoba,Interlake–Eastern Health Region,Knee Replacement,Volume,2023,Number of cases,n/a,,,,
Regional,Manitoba,Southern Health Region,Knee Replacement,% Meeting Benchmark,2023,Proportion,42,,,,
Regional,Manitoba,Southern Health Region,Knee Replacement,50th Percentile,2023,Days,201,,,,
Regional,Manitoba,Southern Health Region,Knee Replacement,90th Percentile,2023,Days,350,,,,
Regional,Manitoba,Southern Health Region,Knee Replacement,Volume,2023,Number of cases,221,,,,
Regional,Manitoba,Prairie Mountain Health Region,Knee Replacement,% Meeting Benchmark,2023,Proportion,19,,,,
Regional,Manitoba,Prairie Mountain Health Region,Knee Replacement,50th Percentile,2023,Days,300,,,,
Regional,Manitoba,Prairie Mountain Health Region,Knee Replacement,90th Percentile,2023,Days,491,,,,
Regional,Manitoba,Prairie Mountain Health Region,Knee Replacement,Volume,2023,Number of cases,238,,,,
Regional,Manitoba,Northern Health Region,Knee Replacement,% Meeting Benchmark,2023,Proportion,n/a,,,,
Regional,Manitoba,Northern Health Region,Knee Replacement,50th Percentile,2023,Days,n/a,,,,
Regional,Manitoba,Northern Health Region,Knee Replacement,90th Percentile,2023,Days,n/a,,,,
Regional,Manitoba,Northern Health Region,Knee Replacement,Volume,2023,Number of cases,n/a,,,,
Regional,Manitoba,Winnipeg–Churchill Health Region,Knee Replacement,% Meeting Benchmark,2023,Proportion,49,,,,
Regional,Manitoba,Winnipeg–Churchill Health Region,Knee Replacement,50th Percentile,2023,Days,188,,,,
Regional,Manitoba,Winnipeg–Churchill Health Region,Knee Replacement,90th Percentile,2023,Days,679,,,,
Regional,Manitoba,Winnipeg–Churchill Health Region,Knee Replacement,Volume,2023,Number of cases,"1,456",,,,
Provincial,Manitoba,n/a,Lung Cancer Surgery,50th Percentile,2023,Days,31,,,,
Provincial,Manitoba,n/a,Lung Cancer Surgery,90th Percentile,2023,Days,73,,,,
Provincial,Manitoba,n/a,Lung Cancer Surgery,Volume,2023,Number of cases,142,,,,
Provincial,Manitoba,n/a,MRI Scan,50th Percentile,2023,Days,110,,,,
Provincial,Manitoba,n/a,MRI Scan,90th Percentile,2023,Days,280,,,,
Provincial,Manitoba,n/a,MRI Scan,Volume,2023,Number of cases,"18,717",,,,
Provincial,Manitoba,n/a,Prostate Cancer Surgery,50th Percentile,2023,Days,n/a,,,,
Provincial,Manitoba,n/a,Prostate Cancer Surgery,90th Percentile,2023,Days,n/a,,,,
Provincial,Manitoba,n/a,Prostate Cancer Surgery,Volume,2023,Number of cases,n/a,,,,
Provincial,Manitoba,n/a,Radiation Therapy,% Meeting Benchmark,2023,Proportion,100,,,,
Provincial,Manitoba,n/a,Radiation Therapy,50th Percentile,2023,Days,17,,,,
Provincial,Manitoba,n/a,Radiation Therapy,90th Percentile,2023,Days,25,,,,
Provincial,Manitoba,n/a,Radiation Therapy,Volume,2023,Number of cases,"1,918",,,,
Provincial,New Brunswick,n/a,Bladder Cancer Surgery,50th Percentile,2023,Days,24,,,,
Provincial,New Brunswick,n/a,Bladder Cancer Surgery,90th Percentile,2023,Days,57,,,,
Provincial,New Brunswick,n/a,Bladder Cancer Surgery,Volume,2023,Number of cases,284,,,,
Provincial,New Brunswick,n/a,Breast Cancer Surgery,50th Percentile,2023,Days,23,,,,
Provincial,New Brunswick,n/a,Breast Cancer Surgery,90th Percentile,2023,Days,55,,,,
Provincial,New Brunswick,n/a,Breast Cancer Surgery,Volume,2023,Number of cases,386,,,,
Provincial,New Brunswick,n/a,CABG,50th Percentile,2023,Days,9,,,,
Provincial,New Brunswick,n/a,CABG,90th Percentile,2023,Days,132,,,,
Provincial,New Brunswick,n/a,CABG,Volume,2023,Number of cases,215,,,,
Provincial,New Brunswick,n/a,Cataract Surgery,% Meeting Benchmark,2023,Proportion,66,,,,
Provincial,New Brunswick,n/a,Cataract Surgery,50th Percentile,2023,Days,49,,,,
Provincial,New Brunswick,n/a,Cataract Surgery,90th Percentile,2023,Days,317,,,,
Provincial,New Brunswick,n/a,Cataract Surgery,Volume,2023,Number of cases,"6,163",,,,
Provincial,New Brunswick,n/a,Colorectal Cancer Surgery,50th Percentile,2023,Days,23,,,,
Provincial,New Brunswick,n/a,Colorectal Cancer Surgery,90th Percentile,2023,Days,54,,,,
Provincial,New Brunswick,n/a,Colorectal Cancer Surgery,Volume,2023,Number of cases,242,,,,
Provincial,New Brunswick,n/a,CT Scan,50th Percentile,2023,Days,n/a,,,,
Provincial,New Brunswick,n/a,CT Scan,90th Percentile,2023,Days,n/a,,,,
Provincial,New Brunswick,n/a,CT Scan,Volume,2023,Number of cases,n/a,,,,
Provincial,New Brunswick,n/a,Hip Fracture Repair,% Meeting Benchmark,2023,Proportion,84,,,,
Provincial,New Brunswick,n/a,Hip Fracture Repair,50th Percentile,2023,Hours,22,,,,
Provincial,New Brunswick,n/a,Hip Fracture Repair,90th Percentile,2023,Hours,59,,,,
Provincial,New Brunswick,n/a,Hip Fracture Repair,Volume,2023,Number of cases,488,,,,
Provincial,New Brunswick,n/a,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2023,Proportion,n/a,,,,
Provincial,New Brunswick,n/a,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2023,Hours,n/a,,,,
Provincial,New Brunswick,n/a,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2023,Hours,n/a,,,,
Provincial,New Brunswick,n/a,Hip Fracture Repair/Emergency and Inpatient,Volume,2023,Number of cases,n/a,,,,
Provincial,New Brunswick,n/a,Hip Replacement,% Meeting Benchmark,2023,Proportion,42,,,,
Provincial,New Brunswick,n/a,Hip Replacement,50th Percentile,2023,Days,229,,,,
Provincial,New Brunswick,n/a,Hip Replacement,90th Percentile,2023,Days,408,,,,
Provincial,New Brunswick,n/a,Hip Replacement,Volume,2023,Number of cases,658,,,,
Regional,New Brunswick,South-East Zone (N.B.),Hip Replacement,% Meeting Benchmark,2023,Proportion,n/a,,,,
Regional,New Brunswick,South-East Zone (N.B.),Hip Replacement,50th Percentile,2023,Days,n/a,,,,
Regional,New Brunswick,South-East Zone (N.B.),Hip Replacement,90th Percentile,2023,Days,n/a,,,,
Regional,New Brunswick,South-East Zone (N.B.),Hip Replacement,Volume,2023,Number of cases,n/a,,,,
Regional,New Brunswick,South-West Zone (N.B.),Hip Replacement,% Meeting Benchmark,2023,Proportion,n/a,,,,
Regional,New Brunswick,South-West Zone (N.B.),Hip Replacement,50th Percentile,2023,Days,n/a,,,,
Regional,New Brunswick,South-West Zone (N.B.),Hip Replacement,90th Percentile,2023,Days,n/a,,,,
Regional,New Brunswick,South-West Zone (N.B.),Hip Replacement,Volume,2023,Number of cases,n/a,,,,
Regional,New Brunswick,Central Zone (N.B.),Hip Replacement,% Meeting Benchmark,2023,Proportion,n/a,,,,
Regional,New Brunswick,Central Zone (N.B.),Hip Replacement,50th Percentile,2023,Days,n/a,,,,
Regional,New Brunswick,Central Zone (N.B.),Hip Replacement,90th Percentile,2023,Days,n/a,,,,
Regional,New Brunswick,Central Zone (N.B.),Hip Replacement,Volume,2023,Number of cases,n/a,,,,
Regional,New Brunswick,Northern Zone (N.B.),Hip Replacement,% Meeting Benchmark,2023,Proportion,n/a,,,,
Regional,New Brunswick,Northern Zone (N.B.),Hip Replacement,50th Percentile,2023,Days,n/a,,,,
Regional,New Brunswick,Northern Zone (N.B.),Hip Replacement,90th Percentile,2023,Days,n/a,,,,
Regional,New Brunswick,Northern Zone (N.B.),Hip Replacement,Volume,2023,Number of cases,n/a,,,,
Regional,New Brunswick,Horizon Health Network,Hip Replacement,% Meeting Benchmark,2023,Proportion,34,,,,
Regional,New Brunswick,Horizon Health Network,Hip Replacement,50th Percentile,2023,Days,261,,,,
Regional,New Brunswick,Horizon Health Network,Hip Replacement,90th Percentile,2023,Days,429,,,,
Regional,New Brunswick,Horizon Health Network,Hip Replacement,Volume,2023,Number of cases,452,,,,
Regional,New Brunswick,Vitalité Health Network,Hip Replacement,% Meeting Benchmark,2023,Proportion,59,,,,
Regional,New Brunswick,Vitalité Health Network,Hip Replacement,50th Percentile,2023,Days,165,,,,
Regional,New Brunswick,Vitalité Health Network,Hip Replacement,90th Percentile,2023,Days,355,,,,
Regional,New Brunswick,Vitalité Health Network,Hip Replacement,Volume,2023,Number of cases,206,,,,
Provincial,New Brunswick,n/a,Knee Replacement,% Meeting Benchmark,2023,Proportion,38,,,,
Provincial,New Brunswick,n/a,Knee Replacement,50th Percentile,2023,Days,226,,,,
Provincial,New Brunswick,n/a,Knee Replacement,90th Percentile,2023,Days,522,,,,
Provincial,New Brunswick,n/a,Knee Replacement,Volume,2023,Number of cases,"1,118",,,,
Regional,New Brunswick,South-East Zone (N.B.),Knee Replacement,% Meeting Benchmark,2023,Proportion,n/a,,,,
Regional,New Brunswick,South-East Zone (N.B.),Knee Replacement,50th Percentile,2023,Days,n/a,,,,
Regional,New Brunswick,South-East Zone (N.B.),Knee Replacement,90th Percentile,2023,Days,n/a,,,,
Regional,New Brunswick,South-East Zone (N.B.),Knee Replacement,Volume,2023,Number of cases,n/a,,,,
Regional,New Brunswick,South-West Zone (N.B.),Knee Replacement,% Meeting Benchmark,2023,Proportion,n/a,,,,
Regional,New Brunswick,South-West Zone (N.B.),Knee Replacement,50th Percentile,2023,Days,n/a,,,,
Regional,New Brunswick,South-West Zone (N.B.),Knee Replacement,90th Percentile,2023,Days,n/a,,,,
Regional,New Brunswick,South-West Zone (N.B.),Knee Replacement,Volume,2023,Number of cases,n/a,,,,
Regional,New Brunswick,Central Zone (N.B.),Knee Replacement,% Meeting Benchmark,2023,Proportion,n/a,,,,
Regional,New Brunswick,Central Zone (N.B.),Knee Replacement,50th Percentile,2023,Days,n/a,,,,
Regional,New Brunswick,Central Zone (N.B.),Knee Replacement,90th Percentile,2023,Days,n/a,,,,
Regional,New Brunswick,Central Zone (N.B.),Knee Replacement,Volume,2023,Number of cases,n/a,,,,
Regional,New Brunswick,Northern Zone (N.B.),Knee Replacement,% Meeting Benchmark,2023,Proportion,n/a,,,,
Regional,New Brunswick,Northern Zone (N.B.),Knee Replacement,50th Percentile,2023,Days,n/a,,,,
Regional,New Brunswick,Northern Zone (N.B.),Knee Replacement,90th Percentile,2023,Days,n/a,,,,
Regional,New Brunswick,Northern Zone (N.B.),Knee Replacement,Volume,2023,Number of cases,n/a,,,,
Regional,New Brunswick,Horizon Health Network,Knee Replacement,% Meeting Benchmark,2023,Proportion,31,,,,
Regional,New Brunswick,Horizon Health Network,Knee Replacement,50th Percentile,2023,Days,259,,,,
Regional,New Brunswick,Horizon Health Network,Knee Replacement,90th Percentile,2023,Days,573,,,,
Regional,New Brunswick,Horizon Health Network,Knee Replacement,Volume,2023,Number of cases,761,,,,
Regional,New Brunswick,Vitalité Health Network,Knee Replacement,% Meeting Benchmark,2023,Proportion,52,,,,
Regional,New Brunswick,Vitalité Health Network,Knee Replacement,50th Percentile,2023,Days,169,,,,
Regional,New Brunswick,Vitalité Health Network,Knee Replacement,90th Percentile,2023,Days,377,,,,
Regional,New Brunswick,Vitalité Health Network,Knee Replacement,Volume,2023,Number of cases,357,,,,
Provincial,New Brunswick,n/a,Lung Cancer Surgery,50th Percentile,2023,Days,40,,,,
Provincial,New Brunswick,n/a,Lung Cancer Surgery,90th Percentile,2023,Days,77,,,,
Provincial,New Brunswick,n/a,Lung Cancer Surgery,Volume,2023,Number of cases,89,,,,
Provincial,New Brunswick,n/a,MRI Scan,50th Percentile,2023,Days,n/a,,,,
Provincial,New Brunswick,n/a,MRI Scan,90th Percentile,2023,Days,n/a,,,,
Provincial,New Brunswick,n/a,MRI Scan,Volume,2023,Number of cases,n/a,,,,
Provincial,New Brunswick,n/a,Prostate Cancer Surgery,50th Percentile,2023,Days,57,,,,
Provincial,New Brunswick,n/a,Prostate Cancer Surgery,90th Percentile,2023,Days,120,,,,
Provincial,New Brunswick,n/a,Prostate Cancer Surgery,Volume,2023,Number of cases,91,,,,
Provincial,New Brunswick,n/a,Radiation Therapy,% Meeting Benchmark,2023,Proportion,93,,,,
Provincial,New Brunswick,n/a,Radiation Therapy,50th Percentile,2023,Days,12,,,,
Provincial,New Brunswick,n/a,Radiation Therapy,90th Percentile,2023,Days,26,,,,
Provincial,New Brunswick,n/a,Radiation Therapy,Volume,2023,Number of cases,"1,226",,,,
Provincial,Newfoundland and Labrador,n/a,Bladder Cancer Surgery,50th Percentile,2023,Days,28,,,,
Provincial,Newfoundland and Labrador,n/a,Bladder Cancer Surgery,90th Percentile,2023,Days,48,,,,
Provincial,Newfoundland and Labrador,n/a,Bladder Cancer Surgery,Volume,2023,Number of cases,93,,,,
Provincial,Newfoundland and Labrador,n/a,Breast Cancer Surgery,50th Percentile,2023,Days,22,,,,
Provincial,Newfoundland and Labrador,n/a,Breast Cancer Surgery,90th Percentile,2023,Days,50,,,,
Provincial,Newfoundland and Labrador,n/a,Breast Cancer Surgery,Volume,2023,Number of cases,221,,,,
Provincial,Newfoundland and Labrador,n/a,CABG,50th Percentile,2023,Days,15,,,,
Provincial,Newfoundland and Labrador,n/a,CABG,90th Percentile,2023,Days,105,,,,
Provincial,Newfoundland and Labrador,n/a,CABG,Volume,2023,Number of cases,168,,,,
Provincial,Newfoundland and Labrador,n/a,Cataract Surgery,% Meeting Benchmark,2023,Proportion,43,,,,
Provincial,Newfoundland and Labrador,n/a,Cataract Surgery,50th Percentile,2023,Days,132,,,,
Provincial,Newfoundland and Labrador,n/a,Cataract Surgery,90th Percentile,2023,Days,351,,,,
Provincial,Newfoundland and Labrador,n/a,Cataract Surgery,Volume,2023,Number of cases,"1,225",,,,
Provincial,Newfoundland and Labrador,n/a,Colorectal Cancer Surgery,50th Percentile,2023,Days,15,,,,
Provincial,Newfoundland and Labrador,n/a,Colorectal Cancer Surgery,90th Percentile,2023,Days,36,,,,
Provincial,Newfoundland and Labrador,n/a,Colorectal Cancer Surgery,Volume,2023,Number of cases,150,,,,
Provincial,Newfoundland and Labrador,n/a,CT Scan,50th Percentile,2023,Days,n/a,,,,
Provincial,Newfoundland and Labrador,n/a,CT Scan,90th Percentile,2023,Days,n/a,,,,
Provincial,Newfoundland and Labrador,n/a,CT Scan,Volume,2023,Number of cases,"46,102",,,,
Provincial,Newfoundland and Labrador,n/a,Hip Fracture Repair,% Meeting Benchmark,2023,Proportion,91,,,,
Provincial,Newfoundland and Labrador,n/a,Hip Fracture Repair,50th Percentile,2023,Hours,22,,,,
Provincial,Newfoundland and Labrador,n/a,Hip Fracture Repair,90th Percentile,2023,Hours,48,,,,
Provincial,Newfoundland and Labrador,n/a,Hip Fracture Repair,Volume,2023,Number of cases,317,,,,
Provincial,Newfoundland and Labrador,n/a,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2023,Proportion,93,,,,
Provincial,Newfoundland and Labrador,n/a,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2023,Hours,23,,,,
